sect_class,section,class,subclass,section_text,class_text,subclass_text
F16,F,16,M,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('ENGINEERING ELEMENTS AND UNITS', 'GENERAL MEASURES FOR PRODUCING AND MAINTAINING EFFECTIVE FUNCTIONING OF MACHINES OR INSTALLATIONS', 'THERMAL INSULATION IN GENERAL')","('FRAMES, CASINGS OR BEDS OF ENGINES, MACHINES OR APPARATUS, NOT SPECIFIC TO ENGINES, MACHINES OR APPARATUS PROVIDED FOR ELSEWHERE', 'STANDS', 'SUPPORTS')"
F16,F,16,N,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('ENGINEERING ELEMENTS AND UNITS', 'GENERAL MEASURES FOR PRODUCING AND MAINTAINING EFFECTIVE FUNCTIONING OF MACHINES OR INSTALLATIONS', 'THERMAL INSULATION IN GENERAL')","('LUBRICATING',)"
F16,F,16,P,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('ENGINEERING ELEMENTS AND UNITS', 'GENERAL MEASURES FOR PRODUCING AND MAINTAINING EFFECTIVE FUNCTIONING OF MACHINES OR INSTALLATIONS', 'THERMAL INSULATION IN GENERAL')","('SAFETY DEVICES IN GENERAL; ',)"
F16,F,16,S,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('ENGINEERING ELEMENTS AND UNITS', 'GENERAL MEASURES FOR PRODUCING AND MAINTAINING EFFECTIVE FUNCTIONING OF MACHINES OR INSTALLATIONS', 'THERMAL INSULATION IN GENERAL')","('CONSTRUCTIONAL ELEMENTS IN GENERAL', 'STRUCTURES BUILT-UP FROM SUCH ELEMENTS, IN GENERAL')"
F16,F,16,T,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('ENGINEERING ELEMENTS AND UNITS', 'GENERAL MEASURES FOR PRODUCING AND MAINTAINING EFFECTIVE FUNCTIONING OF MACHINES OR INSTALLATIONS', 'THERMAL INSULATION IN GENERAL')","('STEAM TRAPS OR LIKE APPARATUS FOR DRAINING-OFF LIQUIDS FROM ENCLOSURES PREDOMINANTLY CONTAINING GASES OR VAPOURS',)"
F17,F,17,B,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('STORING OR DISTRIBUTING GASES OR LIQUIDS',)","('GAS-HOLDERS OF VARIABLE CAPACITY ',)"
F17,F,17,C,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('STORING OR DISTRIBUTING GASES OR LIQUIDS',)","('VESSELS FOR CONTAINING OR STORING COMPRESSED, LIQUEFIED OR SOLIDIFIED GASES', 'FIXED-CAPACITY GAS-HOLDERS', 'FILLING VESSELS WITH, OR DISCHARGING FROM VESSELS, COMPRESSED, LIQUEFIED, OR SOLIDIFIED GASES ')"
F17,F,17,D,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('STORING OR DISTRIBUTING GASES OR LIQUIDS',)","('PIPE-LINE SYSTEMS', 'PIPE-LINES ')"
F21,F,21,H,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('LIGHTING',)","('INCANDESCENT MANTLES', 'OTHER INCANDESCENT BODIES HEATED BY COMBUSTION')"
F21,F,21,K,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('LIGHTING',)","('NON-ELECTRIC LIGHT SOURCES USING LUMINESCENCE', 'LIGHT SOURCES USING ELECTROCHEMILUMINESCENCE', 'LIGHT SOURCES USING CHARGES OF COMBUSTIBLE MATERIAL', 'LIGHT SOURCES USING SEMICONDUCTOR DEVICES AS LIGHT-GENERATING ELEMENTS', 'LIGHT SOURCES NOT OTHERWISE PROVIDED FOR')"
F21,F,21,L,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('LIGHTING',)","('LIGHTING DEVICES OR SYSTEMS THEREOF, BEING PORTABLE OR SPECIALLY ADAPTED FOR TRANSPORTATION',)"
F21,F,21,S,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('LIGHTING',)","('NON-PORTABLE LIGHTING DEVICES', 'SYSTEMS THEREOF', 'VEHICLE LIGHTING DEVICES SPECIALLY ADAPTED FOR VEHICLE EXTERIORS')"
F21,F,21,V,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('LIGHTING',)","('FUNCTIONAL FEATURES OR DETAILS OF LIGHTING DEVICES OR SYSTEMS THEREOF', 'STRUCTURAL COMBINATIONS OF LIGHTING DEVICES WITH OTHER ARTICLES, NOT OTHERWISE PROVIDED FOR')"
F21,F,21,W,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('LIGHTING',)","('INDEXING SCHEME ASSOCIATED WITH SUBCLASSES ',)"
F21,F,21,Y,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('LIGHTING',)","('INDEXING SCHEME ASSOCIATED WITH SUBCLASSES ',)"
F22,F,22,B,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('STEAM GENERATION',)","('METHODS OF STEAM GENERATION', 'STEAM BOILERS ')"
F22,F,22,D,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('STEAM GENERATION',)","('PREHEATING, OR ACCUMULATING PREHEATED, FEED-WATER FOR STEAM GENERATION', 'FEED-WATER SUPPLY FOR STEAM GENERATION', 'CONTROLLING WATER LEVEL FOR STEAM GENERATION', 'AUXILIARY DEVICES FOR PROMOTING WATER CIRCULATION WITHIN STEAM BOILERS')"
F22,F,22,G,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('STEAM GENERATION',)","('SUPERHEATING OF STEAM ',)"
F23,F,23,B,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION APPARATUS', 'COMBUSTION PROCESSES')","('METHODS OR APPARATUS FOR COMBUSTION USING ONLY SOLID FUEL ',)"
F23,F,23,C,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION APPARATUS', 'COMBUSTION PROCESSES')","('METHODS OR\xa0APPARATUS\xa0FOR\xa0COMBUSTION\xa0USING\xa0FLUID\xa0FUEL OR SOLID FUEL SUSPENDED IN\xa0 ', ' AIR\xa0 ')"
F23,F,23,D,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION APPARATUS', 'COMBUSTION PROCESSES')","('BURNERS',)"
F23,F,23,G,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION APPARATUS', 'COMBUSTION PROCESSES')","('CREMATION FURNACES', 'CONSUMING WASTE PRODUCTS BY COMBUSTION')"
F23,F,23,H,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION APPARATUS', 'COMBUSTION PROCESSES')","('GRATES ', 'CLEANING OR RAKING GRATES')"
F23,F,23,J,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION APPARATUS', 'COMBUSTION PROCESSES')","('REMOVAL OR TREATMENT OF COMBUSTION PRODUCTS OR COMBUSTION RESIDUES', 'FLUES\xa0 ')"
F23,F,23,K,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION APPARATUS', 'COMBUSTION PROCESSES')","('FEEDING FUEL TO COMBUSTION APPARATUS ',)"
F23,F,23,L,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION APPARATUS', 'COMBUSTION PROCESSES')","('SUPPLYING AIR OR NON-COMBUSTIBLE LIQUIDS OR GASES TO COMBUSTION APPARATUS IN GENERAL\xa0 ', 'VALVES OR DAMPERS SPECIALLY ADAPTED FOR CONTROLLING AIR SUPPLY OR DRAUGHT IN COMBUSTION APPARATUS ', 'INDUCING DRAUGHT IN COMBUSTION APPARATUS', 'TOPS FOR CHIMNEYS OR VENTILATING SHAFTS', 'TERMINALS FOR FLUES')"
F23,F,23,M,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION APPARATUS', 'COMBUSTION PROCESSES')","('CASINGS, LININGS, WALLS OR DOORS SPECIALLY ADAPTED FOR COMBUSTION CHAMBERS, e.g. FIREBRIDGES', 'DEVICES FOR DEFLECTING AIR, FLAMES OR COMBUSTION PRODUCTS IN COMBUSTION CHAMBERS', 'SAFETY ARRANGEMENTS SPECIALLY ADAPTED FOR COMBUSTION APPARATUS', 'DETAILS OF COMBUSTION CHAMBERS, NOT OTHERWISE PROVIDED FOR')"
F23,F,23,N,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION APPARATUS', 'COMBUSTION PROCESSES')","('REGULATING OR CONTROLLING COMBUSTION ',)"
F23,F,23,Q,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION APPARATUS', 'COMBUSTION PROCESSES')","('IGNITION ', 'EXTINGUISHING-DEVICES')"
F23,F,23,R,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION APPARATUS', 'COMBUSTION PROCESSES')","('GENERATING COMBUSTION PRODUCTS OF HIGH PRESSURE OR HIGH VELOCITY, e.g. GAS-TURBINE COMBUSTION CHAMBERS ',)"
F24,F,24,B,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('HEATING', 'RANGES', 'VENTILATING')","('DOMESTIC STOVES OR RANGES FOR SOLID FUELS ', 'IMPLEMENTS FOR USE IN CONNECTION WITH STOVES OR RANGES')"
F24,F,24,C,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('HEATING', 'RANGES', 'VENTILATING')","('DOMESTIC STOVES OR RANGES\xa0 ', 'DETAILS OF DOMESTIC STOVES OR RANGES, OF GENERAL APPLICATION')"
F24,F,24,D,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('HEATING', 'RANGES', 'VENTILATING')","('DOMESTIC- OR SPACE-HEATING SYSTEMS, e.g. CENTRAL HEATING SYSTEMS', 'DOMESTIC HOT-WATER SUPPLY SYSTEMS', 'ELEMENTS OR COMPONENTS THEREFOR ')"
F24,F,24,F,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('HEATING', 'RANGES', 'VENTILATING')","('AIR-CONDITIONING', 'AIR-HUMIDIFICATION', 'VENTILATION', 'USE OF AIR CURRENTS FOR SCREENING ')"
F24,F,24,H,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('HEATING', 'RANGES', 'VENTILATING')","('FLUID HEATERS, e.g. WATER OR AIR HEATERS, HAVING HEAT GENERATING MEANS, IN GENERAL ',)"
F24,F,24,S,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('HEATING', 'RANGES', 'VENTILATING')","('SOLAR HEAT COLLECTORS', 'SOLAR HEAT SYSTEMS ')"
F24,F,24,T,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('HEATING', 'RANGES', 'VENTILATING')","('GEOTHERMAL COLLECTORS', 'GEOTHERMAL SYSTEMS')"
F24,F,24,V,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('HEATING', 'RANGES', 'VENTILATING')","('COLLECTION, PRODUCTION OR USE OF HEAT NOT OTHERWISE PROVIDED FOR',)"
F25,F,25,B,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('REFRIGERATION OR COOLING', 'COMBINED HEATING AND REFRIGERATION SYSTEMS', 'HEAT PUMP SYSTEMS', 'MANUFACTURE OR STORAGE OF ICE', 'LIQUEFACTION SOLIDIFICATION OF GASES')","('REFRIGERATION MACHINES, PLANTS OR SYSTEMS', 'COMBINED HEATING AND REFRIGERATION SYSTEMS', 'HEAT-PUMP SYSTEMS ')"
F25,F,25,C,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('REFRIGERATION OR COOLING', 'COMBINED HEATING AND REFRIGERATION SYSTEMS', 'HEAT PUMP SYSTEMS', 'MANUFACTURE OR STORAGE OF ICE', 'LIQUEFACTION SOLIDIFICATION OF GASES')","('PRODUCING, WORKING OR HANDLING ICE',)"
F25,F,25,D,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('REFRIGERATION OR COOLING', 'COMBINED HEATING AND REFRIGERATION SYSTEMS', 'HEAT PUMP SYSTEMS', 'MANUFACTURE OR STORAGE OF ICE', 'LIQUEFACTION SOLIDIFICATION OF GASES')","('REFRIGERATORS', 'COLD ROOMS', 'ICE-BOXES', 'COOLING OR FREEZING APPARATUS NOT OTHERWISE PROVIDED FOR ')"
F25,F,25,J,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('REFRIGERATION OR COOLING', 'COMBINED HEATING AND REFRIGERATION SYSTEMS', 'HEAT PUMP SYSTEMS', 'MANUFACTURE OR STORAGE OF ICE', 'LIQUEFACTION SOLIDIFICATION OF GASES')","('LIQUEFACTION, SOLIDIFICATION OR SEPARATION OF GASES OR GASEOUS ', ' MIXTURES BY PRESSURE AND COLD TREATMENT ')"
F26,F,26,B,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('DRYING',)","('DRYING SOLID MATERIALS OR OBJECTS BY REMOVING LIQUID THEREFROM ',)"
F27,F,27,B,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('FURNACES', 'KILNS', 'OVENS', 'RETORTS')","('FURNACES, KILNS, OVENS, OR RETORTS IN GENERAL', 'OPEN SINTERING OR LIKE APPARATUS')"
F27,F,27,D,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('FURNACES', 'KILNS', 'OVENS', 'RETORTS')","('DETAILS OR ACCESSORIES OF FURNACES, KILNS, OVENS, OR RETORTS, IN SO FAR AS THEY ARE OF KINDS OCCURRING IN MORE THAN ONE KIND OF FURNACE ',)"
F27,F,27,M,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('FURNACES', 'KILNS', 'OVENS', 'RETORTS')","('INDEXING SCHEME RELATING TO ASPECTS OF THE CHARGES OR FURNACES, KILNS, OVENS OR RETORTS',)"
F28,F,28,B,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('HEAT EXCHANGE IN GENERAL',)","('STEAM OR VAPOUR CONDENSERS ',)"
F28,F,28,C,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('HEAT EXCHANGE IN GENERAL',)","('HEAT-EXCHANGE APPARATUS, NOT PROVIDED FOR IN ANOTHER SUBCLASS, IN WHICH THE HEAT-EXCHANGE MEDIA COME INTO DIRECT CONTACT WITHOUT CHEMICAL INTERACTION ',)"
F28,F,28,D,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('HEAT EXCHANGE IN GENERAL',)","('HEAT-EXCHANGE APPARATUS, NOT PROVIDED FOR IN ANOTHER SUBCLASS, IN WHICH THE HEAT-EXCHANGE MEDIA DO NOT COME INTO DIRECT CONTACT ',)"
F28,F,28,F,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('HEAT EXCHANGE IN GENERAL',)","('DETAILS OF HEAT-EXCHANGE AND HEAT-TRANSFER APPARATUS, OF GENERAL APPLICATION ',)"
F28,F,28,G,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('HEAT EXCHANGE IN GENERAL',)","('CLEANING OF INTERNAL OR EXTERNAL SURFACES OF HEAT-EXCHANGE OR HEAT-TRANSFER CONDUITS, e.g. WATER TUBES OR BOILERS ',)"
F41,F,41,A,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('WEAPONS',)","('FUNCTIONAL FEATURES OR DETAILS COMMON TO BOTH SMALLARMS AND ORDNANCE, e.g. CANNONS', 'MOUNTINGS FOR SMALLARMS OR ORDNANCE')"
F41,F,41,B,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('WEAPONS',)","('WEAPONS FOR PROJECTING MISSILES WITHOUT USE OF EXPLOSIVE OR COMBUSTIBLE PROPELLANT CHARGE', 'WEAPONS NOT OTHERWISE PROVIDED FOR ')"
F41,F,41,C,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('WEAPONS',)","('SMALLARMS, e.g. PISTOLS, RIFLES ', 'ACCESSORIES THEREFOR')"
F41,F,41,F,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('WEAPONS',)","('APPARATUS FOR LAUNCHING PROJECTILES OR MISSILES FROM BARRELS, e.g. CANNONS ', 'LAUNCHERS FOR ROCKETS OR TORPEDOES', 'HARPOON GUNS ')"
F41,F,41,G,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('WEAPONS',)","('WEAPON SIGHTS', 'AIMING ')"
F41,F,41,H,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('WEAPONS',)","('ARMOUR', 'ARMOURED TURRETS', 'ARMOURED OR ARMED VEHICLES', 'MEANS OF ATTACK OR DEFENCE, e.g. CAMOUFLAGE, IN GENERAL')"
F41,F,41,J,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('WEAPONS',)","('TARGETS', 'TARGET RANGES', 'BULLET CATCHERS ')"
F42,F,42,B,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('AMMUNITION', 'BLASTING')","('EXPLOSIVE CHARGES, e.g. FOR BLASTING, FIREWORKS, AMMUNITION ',)"
F42,F,42,C,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('AMMUNITION', 'BLASTING')","('AMMUNITION FUZES ', 'ARMING OR SAFETY MEANS THEREFOR ')"
F42,F,42,D,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('AMMUNITION', 'BLASTING')","('BLASTING ',)"
F99,F,99,Z,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION',)","('SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION',)"
G01,G,01,B,"('PHYSICS',)","('MEASURING', 'TESTING')","('MEASURING LENGTH, THICKNESS OR SIMILAR LINEAR DIMENSIONS', 'MEASURING ANGLES', 'MEASURING AREAS', 'MEASURING IRREGULARITIES OF SURFACES OR CONTOURS')"
G01,G,01,C,"('PHYSICS',)","('MEASURING', 'TESTING')","('MEASURING DISTANCES, LEVELS OR BEARINGS', 'SURVEYING', 'NAVIGATION', 'GYROSCOPIC INSTRUMENTS', 'PHOTOGRAMMETRY OR VIDEOGRAMMETRY ')"
G01,G,01,D,"('PHYSICS',)","('MEASURING', 'TESTING')","('MEASURING NOT SPECIALLY ADAPTED FOR A SPECIFIC VARIABLE', 'ARRANGEMENTS FOR MEASURING TWO OR MORE VARIABLES NOT COVERED IN A SINGLE OTHER SUBCLASS', 'TARIFF METERING APPARATUS', 'MEASURING OR TESTING NOT OTHERWISE PROVIDED FOR')"
G01,G,01,F,"('PHYSICS',)","('MEASURING', 'TESTING')","('MEASURING VOLUME, VOLUME FLOW, MASS FLOW OR LIQUID LEVEL', 'METERING BY VOLUME')"
G01,G,01,G,"('PHYSICS',)","('MEASURING', 'TESTING')","('WEIGHING ',)"
G01,G,01,H,"('PHYSICS',)","('MEASURING', 'TESTING')","('MEASUREMENT OF MECHANICAL VIBRATIONS OR ULTRASONIC, SONIC OR INFRASONIC WAVES',)"
G01,G,01,J,"('PHYSICS',)","('MEASURING', 'TESTING')","('MEASUREMENT OF INTENSITY, VELOCITY, SPECTRAL CONTENT, POLARISATION, PHASE OR PULSE CHARACTERISTICS OF INFRA-RED, VISIBLE OR ULTRA-VIOLET LIGHT', 'COLORIMETRY', 'RADIATION PYROMETRY ')"
G01,G,01,K,"('PHYSICS',)","('MEASURING', 'TESTING')","('MEASURING TEMPERATURE', 'MEASURING QUANTITY OF HEAT', 'THERMALLY-SENSITIVE ELEMENTS NOT OTHERWISE PROVIDED FOR ')"
G01,G,01,L,"('PHYSICS',)","('MEASURING', 'TESTING')","('MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE ',)"
G01,G,01,M,"('PHYSICS',)","('MEASURING', 'TESTING')","('TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES', 'TESTING OF STRUCTURES OR APPARATUS, NOT OTHERWISE PROVIDED FOR')"
G01,G,01,N,"('PHYSICS',)","('MEASURING', 'TESTING')","('INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ',)"
G01,G,01,P,"('PHYSICS',)","('MEASURING', 'TESTING')","('MEASURING LINEAR OR ANGULAR SPEED, ACCELERATION, DECELERATION, OR SHOCK', 'INDICATING PRESENCE, ABSENCE, OR DIRECTION, OF MOVEMENT ')"
G01,G,01,Q,"('PHYSICS',)","('MEASURING', 'TESTING')","('SCANNING-PROBE TECHNIQUES OR APPARATUS', 'APPLICATIONS OF SCANNING-PROBE TECHNIQUES, e.g. SCANNING PROBE MICROSCOPY [SPM]')"
G01,G,01,R,"('PHYSICS',)","('MEASURING', 'TESTING')","('MEASURING ELECTRIC VARIABLES', 'MEASURING MAGNETIC VARIABLES ')"
G01,G,01,S,"('PHYSICS',)","('MEASURING', 'TESTING')","('RADIO DIRECTION-FINDING', 'RADIO NAVIGATION', 'DETERMINING DISTANCE OR VELOCITY BY USE OF RADIO WAVES', 'LOCATING OR PRESENCE-DETECTING BY USE OF THE REFLECTION OR RERADIATION OF RADIO WAVES', 'ANALOGOUS ARRANGEMENTS USING OTHER WAVES')"
G01,G,01,T,"('PHYSICS',)","('MEASURING', 'TESTING')","('MEASUREMENT OF NUCLEAR OR X-RADIATION ',)"
G01,G,01,V,"('PHYSICS',)","('MEASURING', 'TESTING')","('GEOPHYSICS', 'GRAVITATIONAL MEASUREMENTS', 'DETECTING MASSES OR OBJECTS', 'TAGS ')"
G01,G,01,W,"('PHYSICS',)","('MEASURING', 'TESTING')","('METEOROLOGY ',)"
G02,G,02,B,"('PHYSICS',)","('OPTICS',)","('OPTICAL ELEMENTS, SYSTEMS, OR APPARATUS ',)"
G02,G,02,C,"('PHYSICS',)","('OPTICS',)","('SPECTACLES', 'SUNGLASSES OR GOGGLES INSOFAR AS THEY HAVE THE SAME FEATURES AS SPECTACLES', 'CONTACT LENSES ')"
G02,G,02,F,"('PHYSICS',)","('OPTICS',)","('DEVICES OR ARRANGEMENTS, THE OPTICAL OPERATION OF WHICH IS MODIFIED BY CHANGING THE OPTICAL PROPERTIES OF THE MEDIUM OF THE DEVICES OR ARRANGEMENTS FOR THE CONTROL OF THE INTENSITY, COLOUR, PHASE, POLARISATION OR DIRECTION OF LIGHT, e.g. SWITCHING, GATING, MODULATING OR DEMODULATING', 'TECHNIQUES OR PROCEDURES FOR THE OPERATION THEREOF', 'FREQUENCY-CHANGING', 'NON-LINEAR OPTICS', 'OPTICAL LOGIC ELEMENTS', 'OPTICAL ANALOGUE/DIGITAL CONVERTERS')"
G03,G,03,B,"('PHYSICS',)","('PHOTOGRAPHY', 'CINEMATOGRAPHY', 'ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES', 'ELECTROGRAPHY', 'HOLOGRAPHY')","('APPARATUS OR ARRANGEMENTS FOR TAKING PHOTOGRAPHS OR FOR PROJECTING OR VIEWING THEM', 'APPARATUS OR ARRANGEMENTS EMPLOYING ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES', 'ACCESSORIES THEREFOR ')"
G03,G,03,C,"('PHYSICS',)","('PHOTOGRAPHY', 'CINEMATOGRAPHY', 'ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES', 'ELECTROGRAPHY', 'HOLOGRAPHY')","('PHOTOSENSITIVE MATERIALS FOR PHOTOGRAPHIC PURPOSES ', 'PHOTOGRAPHIC PROCESSES, e.g. CINE, X-RAY, COLOUR, STEREO-PHOTOGRAPHIC PROCESSES', 'AUXILIARY PROCESSES IN PHOTOGRAPHY ')"
G03,G,03,D,"('PHYSICS',)","('PHOTOGRAPHY', 'CINEMATOGRAPHY', 'ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES', 'ELECTROGRAPHY', 'HOLOGRAPHY')","('APPARATUS FOR PROCESSING EXPOSED PHOTOGRAPHIC MATERIALS ', 'ACCESSORIES THEREFOR ')"
G03,G,03,F,"('PHYSICS',)","('PHOTOGRAPHY', 'CINEMATOGRAPHY', 'ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES', 'ELECTROGRAPHY', 'HOLOGRAPHY')","('PHOTOMECHANICAL PRODUCTION OF TEXTURED OR PATTERNED SURFACES, e.g. FOR PRINTING, FOR PROCESSING OF SEMICONDUCTOR DEVICES', 'MATERIALS THEREFOR', 'ORIGINALS THEREFOR', 'APPARATUS SPECIALLY ADAPTED THEREFOR; ')"
G03,G,03,G,"('PHYSICS',)","('PHOTOGRAPHY', 'CINEMATOGRAPHY', 'ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES', 'ELECTROGRAPHY', 'HOLOGRAPHY')","('ELECTROGRAPHY', 'ELECTROPHOTOGRAPHY', 'MAGNETOGRAPHY ')"
G03,G,03,H,"('PHYSICS',)","('PHOTOGRAPHY', 'CINEMATOGRAPHY', 'ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES', 'ELECTROGRAPHY', 'HOLOGRAPHY')","('HOLOGRAPHIC PROCESSES OR APPARATUS ',)"
